area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
"[1139, [[520, 1], [561, 58]], [0.9630281690140845, 0.036458333333333336], 281.0, [0.6325904594966821, 0.46503369699900265], 831361.6346922686, 889604.7920458495, 1072924.5062120275, -0.7304935686444519, 'svar']"
"[325, [[526, 743], [561, 761]], [0.9595070422535211, 0.98046875], 166.0, [0.5355555555555556, 0.5106072874493928], 49607.806276133335, 143576.67021982244, 35970.59272766113, 0.37242590232588707, 'para']"
"[428, [[382, 94], [403, 126]], [0.6919014084507042, 0.14192708333333334], 91.0, [0.47886576040781653, 0.4672897196261682], 65424.53089238557, 51404.3284938505, 133967.1838311087, -0.5039549505016696, 'let']"
"[499, [[538, 119], [561, 159]], [0.9753521126760564, 0.18098958333333334], 152.0, [0.646626586506346, 0.498264822327582], 155558.76498771276, 123098.45103898029, 258676.3302324089, -0.5799164742639321, 'let']"
"[480, [[486, 277], [515, 302]], [0.8855633802816901, 0.375], 85.0, [0.5547222222222222, 0.41522435897435894], 87478.91197183097, 147230.6662368585, 68987.0, 0.5751306415507724, 'para']"
"[340, [[518, 342], [561, 388]], [0.9524647887323944, 0.4765625], 158.0, [0.5494287133631396, 0.4858737356121381], 242243.80499009686, 254835.21433619302, 270890.9041748047, -0.7688344621033737, 'super']"
"[18075, [[350, 1], [561, 145]], [0.846830985915493, 0.06640625], 595.0, [0.6178874709674053, 0.3424596747269519], 131341468.42563672, 359683790.3346863, 65054154.644454956, 0.36406902917439915, 'svar']"
"[292, [[545, 55], [561, 87]], [0.977112676056338, 0.09244791666666667], 82.0, [0.5860193392425463, 0.4930469074304691], 38611.183639598006, 28450.945211763512, 91173.0555080837, -0.4443220456070664, 'cyl']"
"[346035, [[0, 1], [561, 761]], [0.5246478873239436, 0.5325520833333334], 7835.0, [0.36911966134760726, 0.3468564009667665], 4859911461.714377, 4338761499.153501, 7393008402.875087, -0.6331686862423785, 'let']","[285865, [[0, 1], [561, 761]], [0.4894366197183099, 0.4270833333333333], 6268.0, [0.507514337700064, 0.6375271454949685], 19116471554.998684, 12520923801.57965, 36910832449.45493, -0.501476813313386, 'let']"
"[38768, [[86, 145], [382, 520]], [0.3908450704225352, 0.4544270833333333], 1590.0, [0.45626630175742844, 0.5417044436736593], 1268711553.7218661, 952711771.7298232, 1900091488.5896413, -0.6067308355246787, 'para']"
"[1304, [[502, 253], [561, 303]], [0.9559859154929577, 0.3567708333333333], 276.0, [0.6815274642588413, 0.42765458327800643], 1171506.3605441235, 2432289.4759999225, 808724.4435831727, 0.48241249238013817, 'svar']"
"[262, [[520, 747], [545, 761]], [0.9383802816901409, 0.984375], 67.0, [0.5158543746330005, 0.5941475826972009], 25080.80243177818, 51561.76945918462, 20015.84521484375, 0.5047037803759229, 'svar']"
"[974, [[522, 589], [546, 641]], [0.9401408450704225, 0.796875], 125.0, [0.4664065708418891, 0.4401805431792647], 244693.76639524652, 148581.52516861737, 657044.7182617188, -0.3831418720962797, 'para']"
"[552, [[540, 145], [561, 191]], [0.9735915492957746, 0.2265625], 120.0, [0.5972496706192358, 0.6169441874807278], 182703.19564260563, 100027.31102459815, 528191.6157226562, -0.3532397299433091, 'let']"
"[413, [[386, 486], [404, 514]], [0.6936619718309859, 0.6497395833333334], 75.0, [0.4377469096469988, 0.45161559656007344], 36597.26587716403, 33372.264196092096, 85110.46989779995, -0.4777409480583271, 'let']"
"[83063, [[131, 269], [468, 678]], [0.4964788732394366, 0.6354166666666666], 2681.0, [0.4470482993785758, 0.5334017258730825], 2811051380.9913263, 2354223823.812884, 4696413481.442365, -0.5880293661312057, 'super']"
"[445, [[484, 597], [506, 623]], [0.8697183098591549, 0.7942708333333334], 76.0, [0.4507083536883244, 0.48048272992093216], 45238.547232614415, 54747.581295873984, 86169.08439805757, -0.618270314678304, 'super']"
"[251, [[481, 76], [497, 99]], [0.8609154929577465, 0.11328125], 59.0, [0.48933677056479963, 0.4760956175298805], 23755.84203757702, 17996.85194839817, 40667.43974304199, -0.5627942990833752, 'para']"
"[1912, [[257, 404], [303, 463]], [0.49295774647887325, 0.5611979166666666], 178.0, [0.4923551143950859, 0.45627615062761506], 1225420.3666923419, 1225717.7990478147, 1753625.4837103845, -0.6793196003391336, 'inter']"
"[606, [[538, 24], [561, 98]], [0.9753521126760564, 0.09765625], 242.0, [0.38292476754015214, 0.40066497604959145], 267520.1688352773, 122919.3454547716, 1527041.117904663, -0.18203201862991963, 'mod']"
"[1050, [[493, 702], [521, 749]], [0.8926056338028169, 0.9453125], 114.0, [0.4897208538587849, 0.49640873015873016], 307942.38047425175, 238909.51163583514, 698421.7496337891, -0.46489762480575275, 'mod']"
"[461, [[419, 446], [441, 474]], [0.7552816901408451, 0.59765625], 90.0, [0.41497689333207577, 0.4411698705961553], 47378.755948778664, 48744.498775664426, 96532.71284484863, -0.5518489020566597, 'para']"
"[405, [[466, 22], [500, 44]], [0.8538732394366197, 0.041666666666666664], 89.0, [0.5330511463844797, 0.4426194310252281], 67949.05641138503, 154973.55290678944, 52272.119791666795, 0.46182103155480514, 'svar']"
"[5228, [[522, 260], [561, 467]], [0.9630281690140845, 0.4674479166666667], 436.0, [0.6138771996939556, 0.47529850361956333], 12264369.234255787, 3421479.0124355396, 62908959.51114366, -0.19554705359374155, 'cyl']"
"[591, [[543, 720], [561, 761]], [0.9753521126760564, 0.96875], 111.0, [0.5715557930358892, 0.5674804608814761], 122935.17220510561, 71456.60552221778, 384195.0146484375, -0.3331302029801055, 'let']"
"[93806, [[82, 178], [529, 526]], [0.4753521126760563, 0.45703125], 2875.0, [0.4231487263720232, 0.4959766929101086], 3195793413.6370735, 4381075408.418994, 3508874455.356308, 0.7175866196728348, 'inter']"
"[360981, [[0, 1], [561, 761]], [0.5193661971830986, 0.5169270833333334], 7893.0, [0.3637471434336183, 0.38787062486619817], 4295102333.813402, 3223367720.1563687, 7102852157.777595, -0.5732991625231034, 'let']"
"[737, [[537, 716], [561, 761]], [0.9665492957746479, 0.96484375], 123.0, [0.4797829036635007, 0.5376968910388767], 170792.857525033, 115369.92677854114, 514438.81715393066, -0.3539710610314413, 'mod']"
"[2011, [[487, 71], [561, 197]], [0.9595070422535211, 0.16927083333333334], 584.0, [0.6698662704309064, 0.5209954253489487], 7606352.627879255, 7568817.4210598115, 15696274.091173304, -0.5400610407992941, 'svar']"
"[5221, [[522, 260], [561, 465]], [0.9630281690140845, 0.4674479166666667], 434.0, [0.6136611760199195, 0.47946307202243366], 12225483.040421885, 3414101.474698111, 62692741.419090785, -0.19560717251345902, 'cyl']"
"[312016, [[0, 0], [561, 761]], [0.5211267605633803, 0.52734375], 11385.0, [0.4219285625068659, 0.41617509823399534], 7055082333.312161, 8571031644.883099, 14588598331.420456, -0.5838404748936681, 'let']"
"[288, [[538, 593], [561, 625]], [0.9753521126760564, 0.7955729166666666], 143.0, [0.36433531746031744, 0.4586940836940837], 51779.034606073925, 50975.70759769885, 164077.1483154298, -0.370689416293618, 'mod']"
"[827, [[443, 708], [473, 759]], [0.8045774647887324, 0.9544270833333334], 126.0, [0.4420564028552483, 0.4885592037949958], 317185.3673319212, 179813.80141279005, 661682.3139428033, -0.4605894868308537, 'let']"
